Trait,"Trait_Cat","Geneset","Geneset_Type","Geneset_Cat","Geneset_SubCat","Geneset_Cat_Detailed","CNV_Type","Effectsize","se","p_value","FDR_p_value","Effectsize_outside","se_outside","p_value_outside","FDR_p_value_outside"
"SymbolDigit","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.00717368,0.016171674,0.733050202,0.874851613,-0.01470745,0.002799893,1.5e-7,4.17e-7
"TDI","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.006853914,0.016171674,0.586764664,0.790792483,0.017215448,0.001589237,2.43e-27,3.43e-26
"TDI","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.01913022,0.010027117,0.012626578,0.074086606,0.007505673,7.79447e-4,6.03e-22,5.77e-21
"TrailMaking1","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",-0.004107645,0.010027117,0.778661529,0.897035566,0.006007214,0.001545215,1.01278e-4,1.96963e-4
"TrailMaking1","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.011344134,0.016171674,0.635397206,0.81835398,0.010305509,0.003174318,0.0011685,0.001904832
"TrailMaking2","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",-0.022392217,0.016171674,0.331522958,0.588903429,0.016944793,0.003108315,5.01e-8,1.48e-7
"TrailMaking2","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.020167522,0.010027117,0.157066814,0.384785079,0.007536592,0.001496078,4.72e-7,1.23e-6
"Triglycerides","NonBrain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.016591088,0.016171674,0.195621826,0.437700507,0.004809017,0.001617999,0.002956916,0.004536484
"Triglycerides","NonBrain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.021315698,0.010027117,0.006180663,0.044145036,-5.78364e-4,7.90905e-4,0.464615396,0.502749886
"VSWM1","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.010537026,0.010027117,0.188700564,0.42732069,0.003291693,8.15648e-4,5.45e-5,1.10146e-4
"VSWM1","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",0.016374745,0.016171674,0.214444663,0.463165012,0.009020377,0.001662566,5.78e-8,1.7e-7
"VSWM2","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DUP",0.014542778,0.010027117,0.056155032,0.200735919,0.004461607,7.73716e-4,8.1e-9,2.61e-8
"VSWM2","Brain","early_spermatids","SC_HPA81","NonBrain",NA,"Germ cells","DEL",3.35e-5,0.016171674,0.99786587,0.998811203,0.012455708,0.001585945,4.05e-15,2.27e-14
"Albumin","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.013027555,0.01196175,0.191389434,0.431199615,-0.002294253,7.29553e-4,0.001662482,0.002650511
"Albumin","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.046709004,0.019142389,0.003234002,0.027118683,-0.003165631,0.001555504,0.041839879,0.05381232
"BirthWeight","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.003783915,0.01196175,0.765151179,0.890909654,-0.001787693,9.21351e-4,0.052344942,0.066331396
"BirthWeight","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.011336256,0.019142389,0.574878467,0.784175791,-0.007216329,0.00202415,3.63764e-4,6.44947e-4
"BMD","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.01144001,0.019142389,0.550089343,0.767996371,-2.37447e-4,0.001889036,0.899971475,0.91080857
"BMD","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.006220706,0.01196175,0.603029326,0.798154916,-0.003205571,8.86506e-4,2.99295e-4,5.37474e-4
"BMI","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.002157333,0.01196175,0.818187834,0.917700519,0.004170549,6.91701e-4,1.65e-9,5.7e-9
"BMI","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.022893124,0.019142389,0.126320663,0.33630944,0.011798042,0.001467275,8.95e-16,5.27e-15
"Calcium","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.010569193,0.01196175,0.29573827,0.552932951,0.001244791,7.39701e-4,0.092408764,0.11299582
"Calcium","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.022326743,0.019142389,0.165245245,0.397067388,-0.002709969,0.001577532,0.085824143,0.105406071
"Cholesterol","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.003426245,0.019142389,0.821965898,0.919930745,-0.008129113,0.001495294,5.44e-8,1.6e-7
"Cholesterol","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.005991076,0.01196175,0.529961149,0.756109221,-0.003579259,7.0291e-4,3.54e-7,9.37e-7
"Depression","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.004173711,0.019142389,0.236238444,0.487029835,9.64939e-4,3.4442e-4,0.005084606,0.007512886
"Depression","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.006141108,0.01196175,0.005399858,0.040138039,5.19742e-4,1.62703e-4,0.001401224,0.002255621
"EA","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.030365874,0.019142389,0.041534234,0.163845314,-0.017727943,0.001455747,4.13e-34,1.16e-32
"EA","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.033456159,0.01196175,3.36637e-4,0.004896291,-0.007120368,6.87127e-4,3.7e-25,4.37e-24
"FEV1","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.006063207,0.01196175,0.400390913,0.652290196,-0.005784245,5.33999e-4,2.45e-27,3.45e-26
"FEV1","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.036463595,0.019142389,0.001466472,0.015053468,-0.014035152,0.001125445,1.09e-35,3.65e-34
"FI","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.019494874,0.01196175,0.103710259,0.297793961,-0.008325054,9.02556e-4,2.89e-20,2.45e-19
"FI","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.037499882,0.019142389,0.057463548,0.203641782,-0.020986385,0.001972441,1.97e-26,2.56e-25
"FVC","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.008313769,0.01196175,0.234358421,0.484735173,-0.005764315,5.17668e-4,8.54e-29,1.34e-27
"FVC","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.033741666,0.019142389,0.002391867,0.021515668,-0.014010498,0.001091063,9.809999999999999e-38,4.29e-36
"Gamma","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.001089106,0.019142389,0.940030834,0.974280836,0.003586803,0.001419622,0.011517964,0.01607906
"Gamma","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.017539294,0.01196175,0.053268153,0.19364525,0.002890769,6.67428e-4,1.48e-5,3.24e-5
"Glucose","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.005390049,0.01196175,0.591097875,0.793066209,0.001032522,7.3437e-4,0.159725852,0.188245144
"Glucose","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.00506789,0.019142389,0.750451652,0.88383052,0.00332075,0.001570556,0.034483599,0.044830497
"GP","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.002740285,0.019142389,0.701862702,0.855890609,0.001289635,6.99798e-4,0.065349217,0.081732106
"GP","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.007685707,0.01196175,0.08585842,0.264421767,0.001165402,3.30053e-4,4.14103e-4,7.27743e-4
"GuiltyFeelings","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.030372408,0.019142389,0.379820336,0.632905533,-8.0037e-4,0.003396392,0.81345181,0.832877357
"GuiltyFeelings","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.040254481,0.01196175,0.057899131,0.204792908,0.002716516,0.001561064,0.082437912,0.10154231
"HbA1c","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.021262156,0.01196175,0.020710812,0.103587877,0.00232108,6.75773e-4,5.93254e-4,0.00101685
"HbA1c","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.022015813,0.019142389,0.134785037,0.348921994,0.007440464,0.001439078,2.34e-7,6.33e-7
"HDL","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.004203206,0.01196175,0.647841678,0.826876207,-0.003674423,6.73012e-4,4.77e-8,1.42e-7
"HDL","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.021540871,0.019142389,0.141087125,0.358785153,-0.011674379,0.001435197,4.15e-16,2.51e-15
"HeartRate","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.015710625,0.019142389,0.313129956,0.570043753,0.010776707,0.001527747,1.74e-12,7.99e-12
"HeartRate","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.013500961,0.01196175,0.168821437,0.40173853,0.002931862,7.18451e-4,4.49e-5,9.18e-5
"Hypertention","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.00118982,0.01196175,0.957403526,0.981905971,0.006525754,0.001606274,5.26e-5,1.06562e-4
"Hypertention","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.058821877,0.019142389,0.090622567,0.273680893,0.007040612,0.00344649,0.042221249,0.054246218
"IGF1","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.00161309,0.01196175,0.863452468,0.940248532,-0.002140504,6.89652e-4,0.001911024,0.003021039
"IGF1","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.033330663,0.019142389,0.025557341,0.119704206,-0.008313802,0.001467889,1.48e-8,4.65e-8
"Irritability","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.017426465,0.019142389,0.618737893,0.808513331,-9.98977e-4,0.003424949,0.770196949,0.793643558
"Irritability","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.048083515,0.01196175,0.025531423,0.11966439,3.22595e-4,0.001590703,0.839279928,0.85689044
"LDL","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.004940013,0.01196175,0.609988571,0.802404164,-0.002718053,7.12929e-4,1.37581e-4,2.61412e-4
"LDL","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.005855384,0.019142389,0.704522848,0.8573675,-0.00609426,0.001516131,5.83e-5,1.17322e-4
"Loneliness","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.02794907,0.019142389,0.453815085,0.697307717,0.028002317999999998,0.003486299,4.38e-15,2.44e-14
"Loneliness","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.06016515,0.01196175,0.011361806,0.068576336,0.012180501,0.001712411,1.61e-12,7.38e-12
"Menarche","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.062541952,0.019142389,0.004675863,0.035855553,0.00215853,0.002111765,0.306713351,0.343600719
"Menarche","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.024683138,0.01196175,0.058196854,0.205516589,7.25886e-4,9.661e-4,0.452438286,0.490722036
"Menopause","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.006873119,0.01196175,0.687973554,0.847900751,-0.003938428,0.001206396,0.001096367,0.00179675
"Menopause","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.013494299,0.019142389,0.640916126,0.822454354,-0.006414048,0.002798657,0.021916956,0.0293257
"MET","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.013748084,0.01196175,0.212563497,0.460626904,-3.34093e-4,8.1759e-4,0.682810368,0.712481022
"MET","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.05797001,0.019142389,0.001095314,0.012118088,0.003638286,0.001799542,0.043199412,0.055416331
"Miserableness","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.023018791,0.019142389,0.464846386,0.705159239,0.018225624,0.003089365,3.23e-9,1.08e-8
"Miserableness","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.019891756,0.01196175,0.311769134,0.568993095,0.007312335,0.001462016,4.97e-7,1.29e-6
"MoodAnxiety","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.004525329,0.019142389,0.779469977,0.897759083,0.012459213,0.001573687,2.44e-15,1.39e-14
"MoodAnxiety","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.018672466,0.01196175,0.063804028,0.21761337,0.006835693,7.53259e-4,1.14e-19,9.3e-19
"MoodSwings","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.010772145,0.019142389,0.729695876,0.872468631,0.018132503,0.003098282,3.9e-9,1.3e-8
"MoodSwings","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.033532623,0.01196175,0.086388144,0.265445248,0.010748081,0.001473773,1.84e-13,9.06e-13
"Neuroticism","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.007022635,0.019142389,0.674976342,0.841271702,0.00931793,0.001654331,1.78e-8,5.53e-8
"Neuroticism","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.020756774,0.01196175,0.049414294,0.184114923,0.005219579,7.70507e-4,1.25e-11,5.31e-11
"Platelet","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-4.84388e-4,0.01196175,0.958428336,0.982267854,0.001768495,6.83772e-4,0.009699234,0.013733232
"Platelet","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.007749572,0.019142389,0.600932344,0.797290451,0.002840549,0.001448128,0.049817655,0.063307797
"Reaction","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.010666076,0.019142389,0.452670471,0.696298156,0.017616553,0.001394068,1.34e-36,5.04e-35
"Reaction","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.026318787,0.01196175,0.003015036,0.025764535,0.005099101,6.54191e-4,6.48e-15,3.57e-14
"Redblood","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-3.75971e-4,0.01196175,0.963261535,0.9848287,8.55499e-4,6.005e-4,0.154260934,0.182225502
"Redblood","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.02103988,0.019142389,0.105921402,0.302003837,0.001731472,0.00127183,0.173387523,0.203116199
"RiskTaking","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.009946775,0.01196175,0.662852987,0.834177419,-0.006501851,0.001738291,1.50729e-4,2.84639e-4
"RiskTaking","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.083326233,0.019142389,0.025823037,0.120420668,-0.011938514,0.003726414,0.001152284,0.001881509
"SexPartners","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.00701842,0.019142389,0.654337402,0.829530241,-0.0096898,0.001577146,8.06e-10,2.88e-9
"SexPartners","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.007278711,0.01196175,0.454962699,0.69824937,-0.003198068,7.2486e-4,1.02e-5,2.28e-5
"StandingHeight","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.008926311,0.01196175,0.177736744,0.412017227,-0.002616096,4.88266e-4,8.42e-8,2.42e-7
"StandingHeight","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.021768655,0.019142389,0.039396417,0.158729986,-0.013459815,0.001033144,8.62e-39,4.279999999999999e-37
"SymbolDigit","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.020222725,0.01196175,0.180566787,0.415581751,-0.007691195,0.001187195,9.3e-11,3.64e-10
"SymbolDigit","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.010204711,0.019142389,0.678088889,0.842938207,-0.014360444,0.002619509,4.21e-8,1.26e-7
"TDI","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.01536346,0.019142389,0.299212079,0.556427396,0.01649866,0.00144413,3.18e-30,5.66e-29
"TDI","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.031335348,0.01196175,7.16522e-4,0.008733714,0.007412543,6.82505e-4,1.79e-27,2.55e-26
"TrailMaking1","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",-0.002009299,0.01196175,0.906834602,0.95999347,0.005650726,0.001363157,3.4e-5,7.07e-5
"TrailMaking1","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.001981697,0.019142389,0.943917522,0.975769091,0.009099909,0.002978004,0.002245728,0.003511501
"TrailMaking2","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.001630083,0.01196175,0.921812164,0.966847163,0.008522478,0.001316124,9.49e-11,3.71e-10
"TrailMaking2","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.002174365,0.019142389,0.936372819,0.972995562,0.014708107,0.002919345,4.71e-7,1.23e-6
"Triglycerides","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",9.27686e-4,0.01196175,0.921441124,0.966702934,7.39367e-4,0.00069305600000000005,0.28605298,0.322286212
"Triglycerides","NonBrain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",0.016758841,0.019142389,0.264955155,0.519927919,0.00510971,0.001473772,5.26165e-4,9.09446e-4
"VSWM1","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.007685551,0.019142389,0.618906547,0.808579279,0.010462488,0.00151535,5.05e-12,2.21e-11
"VSWM1","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.014225726,0.01196175,0.142498424,0.36105459,0.003368808,7.14884e-4,2.45e-6,5.84e-6
"VSWM2","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DEL",-0.014813875,0.019142389,0.314319286,0.571391284,0.012895422,0.001446038,4.78e-19,3.7e-18
"VSWM2","Brain","eccentric_medium_spiny_neuron","SC_Siletti31","Brain","Neuron",NA,"DUP",0.032873062,0.01196175,3.45296e-4,0.00499125,0.004115012,6.7786e-4,1.28e-9,4.46e-9
"Albumin","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DUP",-0.011827865,0.012519699,0.251270636,0.504314145,-0.002174899,8.35058e-4,0.00920152,0.013061019
"Albumin","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DEL",0.009719838,0.016952663,0.483391491,0.720731394,-0.005993568,0.001460248,4.05e-5,8.35e-5
"BirthWeight","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DUP",-0.023750952,0.012519699,0.067185674,0.22474231,-4.14936e-4,0.001067549,0.697512781,0.726271196
"BirthWeight","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DEL",-0.040212796,0.016952663,0.020753407,0.103675917,-0.004689788,0.001892182,0.013194005,0.018246608
"BMD","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DEL",0.004332921,0.016952663,0.798268092,0.907608118,-0.001019892,0.001759616,0.562177763,0.59722303
"BMD","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DUP",0.010159017,0.012519699,0.417112299,0.667319746,-0.003554449,0.001010112,4.33474e-4,7.59619e-4
"BMI","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DUP",0.012400212,0.012519699,0.202757062,0.447905376,0.003525211,7.89983e-4,8.11e-6,1.83e-5
"BMI","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DEL",0.02981273,0.016952663,0.023295918999999998,0.112428459,0.011570008,0.001374902,3.94e-17,2.6e-16
"Calcium","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DUP",-0.002817936,0.012519699,0.787437667,0.90213327,0.001046049,8.46897e-4,0.216773465,0.250001021
"Calcium","NonBrain","endometrial_stromal_cells","SC_HPA81","NonBrain",NA,"Mesenchymal cells","DEL",4.12735e-4,0.016952663,0.976578377,0.990131545,-0.003863207,0.001480622,0.009076337,0.012894466
